,name,batch,2021,2020,2019,2018,2017,2016,2015
380,湖北汽车工业学院科技学院,本科二批,219532,220020,231433,265175,191494,191494,191494
381,湖北商贸学院,本科二批,254608,259953,228295,216449,209343,209343,209343
382,湖北师范大学,本科二批,112446,104116,99361,99507,92959,103213,103213
383,湖北师范大学文理学院,本科二批,205000,205778,206509,212276,211839,211839,211839
384,湖北文理学院,本科二批,170142,113569,116429,120408,124488,85827,85827
385,湖北文理学院理工学院,本科二批,248295,221408,222067,227438,210636,210636,210636
386,湖北医药学院,本科二批,102673,96089,84432,103118,105972,72807,68584
387,湖北医药学院药护学院,本科二批,162483,170132,173485,173642,173111,173111,173111
388,湖北中医药大学,本科一批,66016,64188,61214,59764,44856,42986,51955
389,湖南财政经济学院,本科二批,113880,104116,104489,104362,130905,72807,65220
390,湖南城市学院,本科二批,142881,133199,136160,129399,124488,126705,126705
391,湖南大学,本科一批,9067,9653,11615,8451,8250,7971,8350
392,湖南第一师范学院,本科二批,105431,102795,105793,109212,92959,89200,89200
393,湖南工程学院,本科二批,135597,113569,112391,121682,107188,104424,104424
394,湖南工商大学,本科一批,59195,58573,60165,68522,68522,68522,68522
395,湖南工学院,本科二批,126766,119222,113728,111672,108360,104424,104424
396,湖南工业大学,本科一批,60300,58573,59191,65570,77638,77638,77638
397,湖南工业大学科技学院,本科二批,209890,208687,209699,230105,187480,187480,187480
398,湖南科技大学,本科一批,99984,44162,43868,42341,42570,42144,40216
399,湖南科技大学潇湘学院,本科二批,201854,198608,185877,180543,179649,179649,179649
400,湖南科技学院,本科二批,126766,123435,121907,120408,112073,114216,114216
401,湖南理工学院,本科二批,159463,102795,101963,124214,86229,83527,76618
402,湖南理工学院,本科一批,74466,85729,85729,85729,85729,85729,85729
403,湖南理工学院南湖学院,本科二批,200256,214321,234488,175046,174435,174435,174435
404,湖南农业大学,本科一批,70771,75906,108397,75582,51363,51256,52958
405,湖南农业大学东方科技学院,本科二批,292189,195845,197053,186172,187480,187480,187480
406,湖南女子学院,本科二批,156390,146141,152213,135954,129580,148755,148755
407,湖南人文科技学院,本科二批,230786,140403,149279,155853,133484,143623,143623
408,湖南涉外经济学院,本科二批,266965,258623,256652,263895,208011,208011,208011
409,湖南师范大学,本科一批,24547,25056,23239,24015,24410,25354,25115
410,湖南文理学院,本科二批,135597,124788,117785,120408,119499,126705,126705
411,湖南文理学院芙蓉学院,本科二批,222771,222839,204917,220635,222903,222903,222903
412,湖南医药学院,本科二批,113880,94834,101963,154476,86229,90348,80151
413,湖南应用技术学院,本科二批,282125,224244,226764,230105,236337,236337,236337
414,湖南中医药大学,本科一批,46947,49113,65427,68522,41026,35978,35398
415,湖州师范学院,本科二批,128279,116385,115107,117903,107188,114216,114216
416,湖州师范学院,本科一批,70771,72367,74158,85035,85035,85035,85035
417,湖州学院,本科二批,171656,255937,258045,252414,236337,236337,236337
418,华北电力大学,本科一批,13376,13884,13279,12912,16049,10122,10915
419,华北电力大学保定校区,本科一批,20081,17020,15862,16049,14274,14962,14962
420,华北科技学院,本科二批,135597,116385,112391,107979,118247,88055,79003
421,华北理工大学,本科一批,66016,55355,57178,52387,52168,56631,56631
422,华北理工大学冀唐学院,本科二批,139904,131782,144952,131966,144009,144009,144009
423,华北理工大学轻工学院,本科二批,240321,224244,214312,205421,204233,204233,204233
424,华北水利水电大学,本科二批,118136,91807,81346,69728,69728,69728,69728
425,华北水利水电大学,本科一批,78166,75906,74158,67520,55546,48733,41898
426,华东交通大学,本科二批,93448,85729,82193,74566,79696,65849,58832
427,华东交通大学,本科一批,54949,51170,49387,43915,41790,40557,36139
428,华东理工大学,本科一批,12952,12897,12015,10013,9372,9470,9571
429,华东师范大学,本科一批,4428,6046,5572,5348,5925,6071,7172
430,华东政法大学,本科一批,25226,25056,19118,22262,18265,20871,22155
431,华南理工大学,本科一批,5865,7026,5572,4531,4917,4654,4623
432,华南农业大学,本科一批,48861,45122,44724,40745,41026,42986,41898
433,华南农业大学珠江学院,本科二批,268493,262570,250790,244748,235169,235169,235169
434,华南师范大学,本科一批,17797,20308,18059,19097,21699,20871,22707
435,华侨大学,本科一批,49827,51170,60165,34859,34502,33816,33222
436,华中科技大学,本科一批,2928,3612,3641,3598,4032,3860,4036
437,华中农业大学,本科一批,28109,31039,27095,27041,26681,27849,28940
438,华中师范大学,本科一批,14309,14936,14629,14133,13549,13858,14537
439,怀化学院,本科二批,141361,140403,141960,146450,145330,147444,147444
440,淮北师范大学,本科二批,102673,104116,109722,109212,108360,119224,119224
441,淮南师范学院,本科二批,157920,141799,137646,138568,140090,153953,153953
442,淮阴工学院,本科二批,154848,122058,123275,126800,108360,104424,104424
443,淮阴师范学院,本科二批,280640,140403,139124,139883,134821,137044,137044
444,黄冈师范学院,本科二批,138510,138907,143428,146450,142717,142717,142717
445,黄河交通学院,本科二批,273082,265198,266754,251170,238587,238587,238587
446,黄河科技学院,本科二批,238693,212907,214312,215061,191494,156507,156507
447,黄河科技学院,本科一批,115307,115307,115307,115307,115307,115307,115307
448,黄淮学院,本科二批,184349,179984,182812,177786,166587,156507,156507
449,黄淮学院,本科一批,113880,113880,113880,113880,113880,113880,113880
450,黄山学院,本科二批,164055,153171,155299,177786,119224,119224,119224
451,惠州学院,本科二批,131200,123435,126087,126800,108360,102018,102018
452,吉利学院,本科二批,256159,271775,223403,214356,214356,214356,214356
453,吉林财经大学,本科一批,76893,60827,59191,55062,59092,59092,59092
454,吉林大学,本科一批,11699,11437,10464,11400,15197,10460,10915
455,吉林动画学院,本科二批,219532,214321,208112,206814,204233,204233,204233
456,吉林工程技术师范学院,本科二批,190631,187213,203316,180543,178298,161742,161742
457,吉林工商学院,本科二批,176475,158828,197053,150408,132176,119224,119224
458,吉林化工学院,本科二批,222771,146141,150749,138568,130905,133138,133138
459,吉林建筑大学,本科二批,187565,120651,123275,114177,104754,103213,103213
460,吉林建筑科技学院,本科二批,297990,253224,262381,248595,219274,219274,219274
461,吉林警察学院,本科二批,125339,127600,141960,138568,132176,135713,135713
462,吉林农业大学,本科二批,147350,130372,121907,116652,116990,117948,117948
463,吉林农业科技学院,本科二批,214734,171454,175024,159838,149264,148755,148755
464,吉林师范大学,本科二批,132697,109540,112391,110417,110810,120398,120398
465,吉林师范大学博达学院,本科二批,296564,222839,223648,224743,222903,222903,222903
466,吉林外国语大学,本科二批,297990,202887,208112,256196,191494,159073,159073
467,吉林医药学院,本科二批,189083,117811,115107,116652,127030,84704,77740
468,吉首大学,本科二批,132697,109540,109722,100709,96438,91462,91462
469,吉首大学,本科一批,68314,71135,78652,78652,78652,78652,78652
470,吉首大学张家界学院,本科二批,233927,285539,215808,201281,201626,201626,201626
471,集美大学,本科一批,51895,48117,48470,37772,35870,36750,36982
472,集美大学诚毅学院,本科二批,195410,178596,175024,176425,173111,175825,175825
473,集宁师范学院,本科二批,190631,187213,189057,198558,198558,198558,198558
474,济南大学,本科一批,45897,44162,43018,38484,38034,38238,40216
475,济宁学院,本科二批,171656,164447,168910,155853,146666,144846,144846
476,济宁医学院,本科二批,156390,108151,91816,112929,87270,79105,67428
477,暨南大学,本科一批,15697,16139,21457,14591,13549,12323,11618
478,佳木斯大学,本科二批,297990,148936,162953,142492,141401,150006,150006
479,嘉兴南湖学院,本科二批,165585,247757,250790,266423,209343,209343,209343
480,嘉兴学院,本科二批,125339,109540,107111,109212,108360,82440,79003
481,嘉应学院,本科二批,154848,158828,162953,163888,145330,143623,143623
482,江汉大学,本科一批,66016,84489,84489,84489,84489,84489,84489
483,江南大学,本科一批,22560,22973,16048,15444,16049,16498,17326
484,江苏大学,本科一批,52925,34290,31945,28227,26093,26585,26321
485,江苏大学京江学院,本科二批,201854,194389,197053,205421,230381,230381,230381
486,江苏第二师范学院,本科二批,111038,112214,112391,109212,104754,117948,117948
487,江苏海洋大学,本科二批,113880,110870,111061,115409,98741,93741,83871
488,江苏海洋大学,本科一批,97392,97392,97392,97392,97392,97392,97392
489,江苏警官学院,本科二批,104040,105494,105793,106733,81919,82440,81363
490,江苏科技大学,本科一批,47907,54281,104489,36312,33844,33120,32477
491,江苏科技大学苏州理工学院,本科二批,198637,195845,197053,183409,182265,182265,182265
492,江苏理工学院,本科二批,116712,102795,100680,101908,90665,79105,79003
493,江苏师范大学,本科二批,104040,89567,88095,88287,83016,76938,74303
494,江苏师范大学科文学院,本科二批,208283,208687,209699,206814,204233,204233,204233
495,江西财经大学,本科一批,113880,32658,31945,34859,26093,24758,24496
496,江西财经大学现代经济管理学院,本科二批,217907,246379,179660,177786,178298,178298,178298
497,江西服装学院,本科二批,273082,285539,256652,254917,226678,226678,226678
498,江西工程学院,本科二批,237132,228392,235936,194502,182265,182265,182265
499,江西科技师范大学,本科二批,156390,116385,120507,115409,114586,117948,117948
500,江西科技师范大学,本科一批,81978,87025,107111,107111,107111,107111,107111
501,江西科技学院,本科二批,297990,224244,223648,213704,219274,219274,219274
502,江西理工大学,本科二批,109592,101503,104489,106733,114586,98426,74303
503,江西理工大学,本科一批,66016,66467,57178,52387,52168,49591,45373
504,江西农业大学,本科二批,141361,114968,119172,112929,108360,110437,110437
505,江西农业大学南昌商学院,本科二批,217907,221408,215808,222040,257985,257985,257985
506,江西师范大学,本科一批,49827,50132,50338,67520,67520,67520,67520
507,江西师范大学科学技术学院,本科二批,208283,211459,209699,219285,231585,231585,231585
508,江西应用科技学院,本科二批,284988,265198,249416,249880,220481,220481,220481
509,江西中医药大学,本科二批,115307,140403,108397,103118,94127,81346,72028
510,江西中医药大学,本科一批,63644,61893,71851,71851,71851,71851,71851
511,金陵科技学院,本科二批,115307,104116,101963,104362,87270,76938,73170
512,锦州医科大学,本科二批,118136,110870,99361,96023,130905,112969,65220
513,锦州医科大学医疗学院,本科二批,209890,212907,200217,202671,184879,184879,184879
514,晋中信息学院,本科二批,224338,221408,228295,230105,225425,231171,231171
515,晋中学院,本科二批,176475,170132,176534,170826,158692,156507,156507
516,荆楚理工学院,本科二批,139904,128942,133227,131966,132176,120398,120398
517,井冈山大学,本科二批,134151,122058,123275,120408,119499,126705,126705
518,景德镇陶瓷大学,本科二批,137053,123435,119172,122901,119499,121631,121631
519,景德镇学院,本科二批,167136,172921,228295,151756,152038,146130,146130
520,景德镇艺术职业大学,本科二批,293683,228392,218977,224743,218091,218091,218091
521,九江学院,本科二批,142881,126208,130391,115409,104754,102018,102018
522,喀什大学,本科二批,205000,200016,201696,193026,169165,163055,163055
523,凯里学院,本科二批,185975,187213,255219,166668,166587,163055,163055
524,空军军医大学,本科一批,25941,21581,12858,24015,24015,24015,24015
525,昆明理工大学,本科一批,48861,42274,40404,40745,40222,41335,46332
526,昆明理工大学津桥学院,本科二批,254608,239641,247892,247294,214356,214356,214356
527,昆明文理学院,本科二批,254608,247757,250790,232837,230381,230381,230381
528,昆明学院,本科二批,137053,124788,127545,129399,120745,119224,119224
529,昆明医科大学,本科二批,62527,72367,94355,73631,80816,46998,48104
530,昆明医科大学,本科一批,43027,26493,43018,43018,43018,43018,43018
531,昆明医科大学海源学院,本科二批,157920,155958,173485,177786,176960,176960,176960
532,兰州博文科技学院,本科二批,297990,231205,237441,262622,187480,187480,187480
533,兰州财经大学,本科二批,115307,109540,119172,106733,91807,92622,92622
534,兰州城市学院,本科二批,159463,157359,158333,204059,130905,148755,148755
535,兰州大学,本科一批,12135,12897,14189,13303,14743,11526,12020
536,兰州工商学院,本科二批,289382,221408,229909,266423,199075,199075,199075
537,兰州工业学院,本科二批,156390,138907,140526,139883,124488,120398,120398
538,兰州交通大学,本科二批,102673,96089,98103,99507,80816,72807,63075
539,兰州交通大学,本科一批,60300,60827,82193,45525,45681,45451,46332
540,兰州理工大学,本科一批,66016,66467,74158,88287,88287,88287,88287
541,兰州文理学院,本科二批,151865,141799,147855,133310,132176,138336,138336
542,兰州信息科技学院,本科二批,297990,217220,220514,247294,190199,190199,190199
543,廊坊师范学院,本科二批,221117,137488,139124,138568,134821,141002,141002
544,乐山师范学院,本科二批,164055,160203,185877,148755,148755,148755,148755
545,丽江文化旅游学院,本科二批,277505,267893,260916,266423,230381,230381,230381
546,丽水学院,本科二批,159463,116385,116429,114177,104754,107956,107956
547,辽东学院,本科二批,229192,174394,175024,163888,152038,144846,144846
548,辽宁财贸学院,本科二批,283600,269150,279199,279199,279199,279199,279199
549,辽宁传媒学院,本科二批,274530,280520,280520,280520,280520,280520,280520
550,辽宁大学,本科一批,26645,26493,27764,27041,25007,24194,23903
551,辽宁对外经贸学院,本科二批,283600,278111,266754,266423,238587,238587,238587
552,辽宁工程技术大学,本科一批,90783,78357,69714,65570,60944,53976,48104
553,辽宁工业大学,本科二批,142881,113569,109722,111672,101077,93741,79003
554,辽宁何氏医学院,本科二批,240321,235408,222067,226120,178298,178298,178298
555,辽宁科技大学,本科二批,139904,105494,115107,104362,92959,94891,80151
556,辽宁科技大学,本科一批,108202,65365,57178,58817,55546,48733,46332
557,辽宁科技学院,本科二批,217907,140403,140526,131966,118247,116656,116656
558,辽宁理工学院,本科二批,279013,271775,273805,251170,243098,243098,243098
559,辽宁师范大学,本科二批,115307,94834,95599,99507,86229,76938,72028
560,辽宁师范大学海华学院,本科二批,273082,267893,271093,251170,237432,237432,237432
561,辽宁石油化工大学,本科一批,88238,82003,93105,72572,68464,56631,50008
562,辽宁中医药大学,本科二批,293683,116385,115107,124214,95249,102018,86368
563,辽宁中医药大学杏林学院,本科二批,217907,217220,217384,210923,186140,186140,186140
564,聊城大学,本科二批,121053,109540,107111,107979,96438,99611,81363
565,临沂大学,本科二批,121053,113569,109722,109212,109551,142305,80151
566,岭南师范学院,本科二批,154848,148936,153726,139883,129580,139691,139691
567,柳州工学院,本科二批,290800,251828,247892,239549,240880,240880,240880
568,六盘水师范学院,本科二批,170142,172921,180543,164009,160352,160352,160352
569,龙岩学院,本科二批,168671,157359,147855,142492,140090,142305,142305
570,陇东学院,本科二批,190631,181490,185877,193026,153391,153953,153953
571,鲁东大学,本科二批,113880,104116,101963,99507,199075,89200,77740
572,陆军军医大学,本科一批,23232,37744,12435,12100,12100,12100,12100
573,洛阳理工学院,本科二批,144391,127600,124682,120408,113302,111724,111724
574,洛阳理工学院,本科一批,116712,116712,116712,116712,116712,116712,116712
575,洛阳师范学院,本科二批,128279,126208,130391,129399,123240,124155,124155
576,洛阳师范学院,本科一批,92075,92075,92075,92075,92075,92075,92075
577,吕梁学院,本科二批,184349,181490,187430,188928,165297,157809,157809
578,马鞍山学院,本科二批,241940,250424,272463,188928,176960,176960,176960
579,茅台学院,本科二批,205000,201440,217384,260091,260091,260091,260091
580,绵阳师范学院,本科二批,148869,154550,164407,146450,134821,138336,138336
581,闽江学院,本科二批,129750,122058,121907,117903,112073,99611,99611
582,闽南科技学院,本科二批,254608,255937,265263,234204,238587,238587,238587
583,闽南理工学院,本科二批,269968,267893,262381,247294,245509,245509,245509
584,闽南师范大学,本科二批,138510,123435,124682,121682,120745,121631,121631
585,牡丹江师范学院,本科二批,206643,174394,181267,170826,169165,157809,157809
586,牡丹江医学院,本科二批,221117,116385,113728,138568,129580,91462,80151
587,南昌大学,本科一批,23896,25751,28476,25200,21699,22540,21585
588,南昌大学共青学院,本科二批,229192,214321,212792,226120,215567,215567,215567
589,南昌大学科学技术学院,本科二批,203404,205778,212792,232837,175678,175678,175678
590,南昌工程学院,本科二批,122496,116385,117785,122901,98741,98426,81363
591,南昌工程学院,本科一批,78166,67627,67572,70573,66578,70854,70854
592,南昌工学院,本科二批,293683,227021,242062,239549,218091,234456,234456
593,南昌航空大学,本科一批,61408,58573,43868,37772,36597,37460,38616
594,南昌航空大学科技学院,本科二批,206643,210109,204917,194502,187480,187480,187480
595,南昌交通学院,本科二批,295123,212907,217384,188928,184879,184879,184879
596,南昌理工学院,本科二批,292189,217220,209699,198558,196567,196567,196567
597,南昌师范学院,本科二批,135597,131782,136160,137269,134821,141002,141002
598,南昌医学院,本科二批,118136,158828,259513,141173,165297,165297,165297
599,南昌应用技术师范学院,本科二批,219532,218640,212792,204059,188865,188865,188865
600,南昌职业大学,本科二批,274530,274530,274530,274530,274530,274530,274530
601,南方医科大学,本科一批,55959,20308,18059,33449,15587,8536,13222
602,南华大学,本科一批,64821,55355,49387,45525,46474,44640,41898
603,南华大学船山学院,本科二批,213085,261238,197053,187538,186140,186140,186140
604,南京财经大学,本科一批,39420,33477,34124,40745,23318,24194,23287
605,南京财经大学红山学院,本科二批,205000,204297,197053,181968,174435,174435,174435
606,南京传媒学院,本科二批,170142,179984,184336,175046,178298,178298,178298
607,南京大学,本科一批,836,705,781,664,730,856,994
608,南京工程学院,本科一批,60300,64188,73020,73020,73020,73020,73020
609,南京工业大学,本科一批,43977,31866,30538,30122,28512,27849,27001
610,南京工业大学浦江学院,本科二批,208283,182908,182812,183409,176960,176960,176960
611,南京航空航天大学,本科一批,11294,12897,27764,9681,9098,8536,8965
612,南京航空航天大学金城学院,本科二批,205000,185784,171994,172231,171775,171775,171775
613,南京理工大学,本科一批,12135,11437,10464,10714,10306,9806,10212
614,南京理工大学泰州科技学院,本科二批,200256,192920,189057,191652,195300,197031,197031
615,南京理工大学紫金学院,本科二批,168671,164447,167432,169476,170472,170472,170472
616,南京林业大学,本科一批,42114,37744,36336,34859,50536,36750,36982
617,南京农业大学,本科一批,27341,27959,27764,27642,26681,27217,27001
618,南京审计大学,本科一批,34265,33477,33407,36312,21190,18364,16829
619,南京审计大学金审学院,本科二批,138510,131782,131781,133310,140090,140090,140090
620,南京师范大学,本科一批,16166,18475,16048,15862,16479,18364,21030
621,南京师范大学泰州学院,本科二批,209890,205778,206509,209576,209343,209343,209343
622,南京师范大学中北学院,本科二批,198637,190039,189057,186172,184879,184879,184879
623,南京特殊教育师范学院,本科二批,156390,157359,162953,153104,157415,153953,153953
624,南京晓庄学院,本科二批,113880,112214,107111,110417,98741,99611,99611
625,南京信息工程大学,本科一批,29573,27959,26424,28227,29805,29092,28940
626,南京医科大学,本科一批,10181,19083,19083,19083,19083,19083,19083
627,南京医科大学康达学院,本科二批,200256,151757,134658,120408,141401,141401,141401
628,南京邮电大学,本科一批,24547,17857,18059,30122,20210,20871,22155
629,南京邮电大学通达学院,本科二批,192193,179984,173485,175046,175678,175678,175678
630,南京中医药大学,本科一批,42114,37744,43018,43018,43018,43018,43018
631,南开大学,本科一批,1945,1919,2358,1570,1684,1714,1623
632,南宁师范大学,本科二批,125339,126208,130391,141173,144009,163055,163055
633,南宁师范大学师园学院,本科二批,227590,227021,232966,242153,230381,230381,230381
634,南宁学院,本科二批,237132,235408,220514,226120,227874,227874,227874
635,南通大学,本科一批,46947,46111,47516,43166,47284,42986,41066
636,南通大学杏林学院,本科二批,224338,217220,218977,224743,229133,229133,229133
637,南通理工学院,本科二批,245065,247757,252264,252414,229133,226657,226657
638,南阳理工学院,本科二批,148869,133199,133227,128060,119499,117948,117948
639,南阳理工学院,本科一批,93448,93476,94355,97168,97168,97168,97168
640,南阳师范学院,本科二批,148869,144698,150749,149103,147954,144846,144846
641,南阳师范学院,本科一批,94763,94834,99361,99361,99361,99361,99361
642,内江师范学院,本科二批,156390,155958,158333,157199,160061,163055,163055
643,内蒙古财经大学,本科二批,147350,144698,147855,125497,123240,94891,94891
644,内蒙古大学,本科一批,38526,42274,55105,48886,39472,39774,36139
645,内蒙古大学创业学院,本科二批,241940,258623,253798,247294,232766,232766,232766
646,内蒙古工业大学,本科二批,159463,126208,129013,119108,120745,106749,106749
647,内蒙古鸿德文理学院,本科二批,266965,266534,266754,266423,244261,244261,244261
648,内蒙古科技大学,本科二批,296564,133199,133227,126800,125749,130602,130602
649,内蒙古科技大学,本科一批,90783,92191,107111,107111,107111,107111,107111
650,内蒙古科技大学包头师范学院,本科二批,189083,185784,193825,180543,175678,160352,160352
651,内蒙古科技大学包头医学院,本科二批,154848,126208,124682,143825,92959,89200,77740
652,内蒙古民族大学,本科二批,208283,155958,158333,150408,160061,130602,130602
653,内蒙古农业大学,本科二批,192193,141799,152213,135954,132176,131857,131857
654,内蒙古师范大学,本科二批,134151,133199,149279,139883,144009,134428,134428
655,内蒙古医科大学,本科二批,144391,105494,105793,109212,183594,79105,81363
656,宁波财经学院,本科二批,259330,259953,271093,246011,241986,241986,241986
657,宁波大学,本科一批,29573,31039,28476,28227,48116,29719,29617
658,宁波大学科学技术学院,本科二批,233927,235408,237441,260091,197820,197820,197820
659,宁波工程学院,本科二批,125339,108151,103209,106733,90665,81346,80151
660,宁波诺丁汉大学,本科一批,88238,101503,31384,32478,42144,51955,51955
661,宁德师范学院,本科二批,168671,165842,176534,162553,152038,152681,152681
662,宁夏大学,本科一批,35077,40431,47516,47211,34502,35224,36139
663,宁夏大学新华学院,本科二批,243532,242386,243516,240874,226678,226678,226678
664,宁夏理工学院,本科二批,268493,263849,240565,238242,232766,232766,232766
665,宁夏师范学院,本科二批,167136,155958,156834,163888,150662,153953,153953
666,宁夏医科大学,本科一批,48861,51170,42168,41539,41539,41539,41539
667,攀枝花学院,本科二批,122496,114968,130391,121682,114586,93741,93741
668,平顶山学院,本科二批,185975,181490,184336,179170,164009,153953,153953
669,平顶山学院,本科一批,98686,98686,98686,98686,98686,98686,98686
670,萍乡学院,本科二批,190631,182908,189057,197157,154750,156507,156507
671,莆田学院,本科二批,148869,143264,143428,135954,125749,124155,124155
672,普洱学院,本科二批,201854,188599,192243,194502,169165,163055,163055
673,齐鲁工业大学,本科一批,68314,72367,85649,85649,85649,85649,85649
674,齐鲁理工学院,本科二批,262361,253224,235936,227438,227874,227874,227874
675,齐鲁师范学院,本科二批,138510,134593,140526,145144,149264,155209,155209
676,齐鲁医药学院,本科二批,245065,147501,152213,151756,162718,162718,162718
677,齐齐哈尔大学,本科二批,241940,135998,136160,128060,125749,137044,137044
678,齐齐哈尔工程学院,本科二批,279013,271775,280520,251170,254687,254687,254687
679,齐齐哈尔医学院,本科二批,198637,119222,119172,121682,105972,104424,76618
680,黔南民族师范学院,本科二批,187565,184345,187430,190262,166587,163055,163055
681,青岛滨海学院,本科二批,295123,236806,234488,230105,229133,229133,229133
682,青岛城市学院,本科二批,292189,225637,222067,217868,194034,194034,194034
683,青岛大学,本科一批,41207,45122,69714,28227,27863,28432,28267
684,青岛工学院,本科二批,262361,258623,252264,251170,229133,229133,229133
685,青岛恒星科技学院,本科二批,273082,269150,256652,242153,215567,215567,215567
686,青岛黄海学院,本科二批,269968,251828,250790,262622,208011,208011,208011
687,青岛科技大学,本科一批,49827,52176,60165,37053,34502,33816,32477
688,青岛理工大学,本科一批,112446,43222,39606,35578,32478,31811,29617
689,青岛农业大学,本科二批,134151,119222,109722,109212,95249,97211,83871
690,青岛农业大学海都学院,本科二批,241940,284340,209699,208167,194034,194034,194034
691,青海大学,本科一批,42114,43222,46572,43166,45681,43820,42781
692,青海大学昆仑学院,本科二批,225988,212907,212792,210923,211839,211839,211839
693,青海民族大学,本科二批,164055,135998,137646,146450,127030,130602,130602
694,青海师范大学,本科二批,145875,128942,131781,131966,132176,134428,134428
695,清华大学,本科一批,83,87,83,88,89,76,72
696,琼台师范学院,本科二批,162483,160203,167432,168099,176960,176960,176960
697,曲阜师范大学,本科一批,61408,64188,73020,85035,85035,85035,85035
698,曲靖师范学院,本科二批,190631,161609,158333,159838,158692,150006,150006
699,衢州学院,本科二批,144391,141799,147855,162553,118247,116656,116656
700,泉州师范学院,本科二批,144391,137488,140526,133310,123240,124155,124155
701,泉州信息工程学院,本科二批,268493,276885,256652,244748,241986,241986,241986
702,泉州职业技术大学,本科二批,273082,273118,273118,273118,273118,273118,273118
703,三江学院,本科二批,216337,211459,212792,215061,196567,196567,196567
704,三明学院,本科二批,164055,147501,143428,138568,132176,134428,134428
705,三峡大学,本科一批,54949,48117,48470,48043,46474,44640,44499
706,三峡大学科技学院,本科二批,289382,200016,200217,204059,187480,187480,187480
707,三亚学院,本科二批,282125,249117,242062,216449,222903,222903,222903
708,厦门大学,本科一批,4632,5463,5104,4531,4523,3860,4036
709,厦门大学嘉庚学院,本科二批,280640,146141,139124,137269,144009,144009,144009
710,厦门工学院,本科二批,287920,239641,240565,236908,231585,231585,231585
711,厦门华厦学院,本科二批,265432,228392,222067,227438,227874,227874,227874
712,厦门理工学院,本科二批,112446,97420,86875,85035,71482,61142,54810
713,厦门医学院,本科二批,115307,102795,91816,91562,103612,117948,117948
714,山东财经大学,本科一批,42114,41377,44724,55062,34544,36982,36982
715,山东财经大学东方学院,本科二批,260851,212907,198658,193026,183594,183594,183594
716,山东大学,本科一批,7501,7724,8715,8141,10654,7409,6917
717,山东大学（威海）,本科一批,11294,11903,12435,12912,13161,13489,14962
718,山东第一医科大学,本科二批,119572,102795,100680,104362,125749,76938,72028
719,山东工程职业技术大学,本科二批,268493,269150,269150,269150,269150,269150,269150
720,山东工商学院,本科二批,126766,119222,119172,110417,94127,84704,73170
721,山东管理学院,本科二批,150381,117811,120507,117903,99938,104424,104424
722,山东华宇工学院,本科二批,297990,242386,240565,212276,209343,209343,209343
723,山东建筑大学,本科一批,67119,61893,62311,72572,72572,72572,72572
724,山东交通学院,本科二批,129750,113728,117903,96438,91462,77740,77740
725,山东科技大学,本科一批,44925,47088,42168,39257,34502,33816,31751
726,山东理工大学,本科一批,97392,52176,48470,48043,52986,46332,46332
727,山东农业大学,本科一批,88238,104116,104116,104116,104116,104116,104116
728,山东农业工程学院,本科二批,297990,151757,143428,139883,141401,143623,143623
729,山东师范大学,本科一批,52925,43222,43018,40745,44062,46232,49040
730,山东石油化工学院,本科二批,184349,205778,201696,191652,180995,180995,180995
731,山东外国语职业技术大学,本科二批,265432,271775,271775,271775,271775,271775,271775
732,山东现代学院,本科二批,280640,238237,237441,228766,208011,208011,208011
733,山东协和学院,本科二批,276009,243730,243516,226120,211839,211839,211839
734,山东英才学院,本科二批,269968,285539,240565,213704,191494,191494,191494
735,山东政法学院,本科二批,109592,105494,103209,119108,86229,74886,76618
736,山东中医药大学,本科二批,109592,94834,81012,85035,62794,60196,52958
737,山西财经大学,本科二批,118136,96089,100680,99507,84084,72807,64177
738,山西财经大学,本科一批,47907,48117,55105,52387,33135,33120,32477
739,山西传媒学院,本科二批,150381,135998,133227,134604,141401,141401,141401
740,山西大同大学,本科二批,126766,122058,121907,125497,125749,129271,129271
741,山西大学,本科一批,48861,43222,79803,36312,37276,38238,36982
742,山西工程技术学院,本科二批,206643,163015,147855,147736,140090,146130,146130
743,山西工商学院,本科二批,243532,236806,244999,238242,232766,232766,232766
744,山西工学院,本科二批,178120,207250,211300,216449,216850,216850,216850
745,山西晋中理工学院,本科二批,274530,229756,235936,231510,227874,227874,227874
746,山西能源学院,本科二批,190631,175789,179660,175046,179649,179649,179649
747,山西农业大学,本科二批,203404,119222,121907,117903,115820,121631,121631
748,山西师范大学,本科二批,115307,112214,112391,107979,109551,122878,122878
749,山西医科大学,本科二批,171656,106820,94355,82846,95249,52155,50008
750,山西医科大学,本科一批,38526,26493,55105,16721,16049,16037,12809
751,山西应用科技学院,本科二批,257747,270424,270424,270424,270424,270424,270424
752,山西中医药大学,本科二批,126766,108151,105793,105524,97599,84704,84704
753,山西中医药大学,本科一批,43977,47088,51294,56901,56901,56901,56901
754,陕西服装工程学院,本科二批,273082,274383,260916,254917,239708,239708,239708
755,陕西国际商贸学院,本科二批,257747,247757,249416,244748,229133,229133,229133
756,陕西科技大学,本科一批,43977,45122,44724,39257,35870,35978,35398
757,陕西科技大学镐京学院,本科二批,263892,281879,255219,240874,231585,231585,231585
758,陕西理工大学,本科二批,115307,104116,101963,100709,115820,97211,85077
759,陕西师范大学,本科一批,24547,22973,20281,22847,22754,24758,25115
760,陕西学前师范学院,本科二批,147350,147501,178112,133310,124488,143623,143623
761,陕西中医药大学,本科二批,101319,88293,93105,100709,78633,71835,68584
